title,occupation_code,occupation_family,occupation_family_id,description,technology_skills,salary_median,abilities,url
Materials Scientists,19-2032.00,"Life, Physical, and Social Science",19,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.","['Python', 'R', 'Go', 'Rust', 'HTML', 'React', 'AWS', 'Excel']",$50.08,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-2032.00
"Medical Scientists, Except Epidemiologists",19-1042.00,"Life, Physical, and Social Science",19,"Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.","['Python', 'R', 'Go', 'Rust', 'React', 'AWS', 'Linux', 'Excel']",$48.36,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-1042.00
Nuclear Monitoring Technicians,19-4051.02,"Life, Physical, and Social Science",19,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['Java', 'R', 'Go', 'Rust', 'React', 'AWS', 'Azure', 'Excel', 'SQL', 'Perl']",$50.11,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-4051.02
"Physical Scientists, All Other",19-2099.00,"Life, Physical, and Social Science",19,,"['R', 'Go']",$56.71,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-2099.00
Political Scientists,19-3094.00,"Life, Physical, and Social Science",19,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decisionmaking, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents.","['Python', 'R', 'Go', 'React', 'AWS', 'Tableau', 'Excel', 'SQL']",$67.01,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-3094.00
Quality Control Analysts,19-4099.01,"Life, Physical, and Social Science",19,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['Java', 'JavaScript', 'R', 'MATLAB', 'Go', 'HTML', 'React', 'AWS', 'Excel', 'SQL', 'Perl', 'ASP.NET']",$28.91,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Far Vision— The ability to see details at a distance.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-4099.01
Remote Sensing Scientists and Technologists,19-2099.01,"Life, Physical, and Social Science",19,"Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.","['Java', 'JavaScript', 'C#', 'R', 'MATLAB', 'Go', 'Rust', 'Swift', 'Node.js', 'Docker', 'AWS', 'Git', 'Linux', 'Tableau', 'Excel', 'PostgreSQL', 'SQL', 'Apache Kafka', 'Scala', 'Ruby', 'Perl', 'Ansible', 'Puppet']",$56.71,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-2099.01
Social Science Research Assistants,19-4061.00,"Life, Physical, and Social Science",19,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.","['Java', 'JavaScript', 'C++', 'R', 'MATLAB', 'Go', 'Tableau', 'Excel', 'SQL', 'Perl']",$27.90,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Screen potential subjects to determine their suitability as study participants.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-4061.00
"Social Scientists and Related Workers, All Other",19-3099.00,"Life, Physical, and Social Science",19,,"['R', 'Go']",$48.24,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-3099.00
Sociologists,19-3041.00,"Life, Physical, and Social Science",19,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.","['R', 'Go', 'React', 'AWS', 'Excel']",$48.89,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-3041.00
Soil and Plant Scientists,19-1013.00,"Life, Physical, and Social Science",19,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$34.33,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Develop environmental sustainability plans or projects.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/19-1013.00
"Child, Family, and School Social Workers",21-1021.00,Community and Social Service,21,"Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$28.16,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/21-1021.00
"Community and Social Service Specialists, All Other",21-1099.00,Community and Social Service,21,,"['R', 'Go']",$26.41,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/21-1099.00
Community Health Workers,21-1094.00,Community and Social Service,21,"Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$24.54,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Association on Higher Education and Disabilityexternal site', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/21-1094.00
